Iden	MOIS	NUMISL	DEP	ZEAT	AGGL_FR	AGGL_FR_5	SEXE	AGE	AGE5	LIEN	LIEN2	NPF5	ACTI_FR	SIT_SAL	NB_SAL	SAL	QUAL_SAL	TPS_FR	ACTI_FR_CF	SIT_CF	NB_SAL_CF	SAL_CF	QUAL_SAL_CF	TPS_FR_CF	COUPLE	STM	DIPLIN_FR	DIPLIN3	DIPLCF_FR	DIPLCF3	HAB_TYP	HAB_STAT	REVR_FR	TX_EQUIP	RES_SEC	RSPC	REC_PRO	REC_PRO_CF 	PRO16_FR 	PRIN9	PRO16_FR_CF 	PRCF9	PRO6_FR	PRO6_FR_CF	E15	PENF_FR	STAN	Poids	REAC	P_FRA	P_ALL	P_AUT	P_BEL	P_ESP	P_FIN	P_GRE	P_IRL	P_ITA	P_LUX	P_PAY	P_POR	P_NON	DRAP	QFRA_01	QFRA_02	QFRA_03	QFRA_04	QFRA_05	QFRA_06	QFRA_07	QFRA_08	QFRA_TOT	QALL_01	QALL_02	QALL_03	QALL_04	QALL_05	QALL_06	QALL_07	QALL_08	QALL_TOT	QAUT_01	QAUT_02	QAUT_03	QAUT_04	QAUT_05	QAUT_06	QAUT_07	QAUT_08	QAUT_TOT	QBEL_01	QBEL_02	QBEL_03	QBEL_04	QBEL_05	QBEL_06	QBEL_07	QBEL_08	QBEL_TOT	QESP_01	QESP_02	QESP_03	QESP_04	QESP_05	QESP_06	QESP_07	QESP_08	QESP_TOT	QFIN_01	QFIN_02	QFIN_03	QFIN_04	QFIN_05	QFIN_06	QFIN_07	QFIN_08	QFIN_TOT	QGRE_01	QGRE_02	QGRE_03	QGRE_04	QGRE_05	QGRE_06	QGRE_07	QGRE_08	QGRE_TOT	QIRL_01	QIRL_02	QIRL_03	QIRL_04	QIRL_05	QIRL_06	QIRL_07	QIRL_08	QIRL_TOT	QITA_01	QITA_02	QITA_03	QITA_04	QITA_05	QITA_06	QITA_07	QITA_08	QITA_TOT	QLUX_01	QLUX_02	QLUX_03	QLUX_04	QLUX_05	QLUX_06	QLUX_07	QLUX_08	QLUX_TOT	QPAY_01	QPAY_02	QPAY_03	QPAY_04	QPAY_05	QPAY_06	QPAY_07	QPAY_08	QPAY_TOT	QPOR_01	QPOR_02	QPOR_03	QPOR_04	QPOR_05	QPOR_06	QPOR_07	QPOR_08	QPOR_TOT	NB_TOT	CODCOM	QCHY_01	QCHY_02	QCHY_03	QCHY_04	QCHY_05	QCHY_06	QCHY_07	QCHY_08	QESTO_01	QESTO_02	QESTO_03	QESTO_04	QESTO_05	QESTO_06	QESTO_07	QESTO_08	QMAL_01	QMAL_02	QMAL_03	QMAL_04	QMAL_05	QMAL_06	QMAL_07	QMAL_08	QSLVA_01	QSLVA_02	QSLVA_03	QSLVA_04	QSLVA_05	QSLVA_06	QSLVA_07	QSLVA_08	QSLVE_01	QSLVE_02	QSLVE_03	QSLVE_04	QSLVE_05	QSLVE_06	QSLVE_07	QSLVE_08	P_CHY	P_EST	P_MAL	P_SLVE	P_SLVA
FR04121702	36	9202	86	6	1	1	2	78	5	1	1	1	5	1	0	0	0	1	0	0	0	0	0	0	2	3	1	1	1	1	3	3	2	1	0	1	1	0	14	8	14	8	6	6	0	2	1	0.762101	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86055																																													
FR04121703	36	9203	86	6	1	1	1	56	4	1	1	2	5	2	0	3	2	1	0	0	0	0	0	0	1	1	7	3	7	3	3	1	6	1	0	2	7	0	14	8	14	8	6	6	0	2	2	1.130093	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	3	1	0	2	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	86055																																													
FR04121704	36	9204	86	6	1	1	2	22	1	3	2	5	1	2	0	3	3	2	1	2	0	1	5	2	2	2	7	3	3	2	3	2	12	2	0	2	10	11	10	5	11	2	4	5	0	2	2	0.969952	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	3	1	2	1	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	86055																																													
FR04121705	36	9205	86	6	1	1	2	34	2	2	2	4	1	2	0	1	3	2	1	2	0	3	4	1	1	1	3	2	3	2	3	1	7	3	0	1	10	11	10	5	11	2	4	5	1	1	3	0.851163	1	1	0	0	0	1	0	0	0	0	0	0	1	0	2	1	1	2	1	4	0	1	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	14	86055																																													
FR04121706	36	9206	86	6	1	1	1	80	5	1	1	2	5	1	0	0	0	1	0	0	0	0	0	0	1	1	7	3	7	3	3	3	2	1	0	2	1	0	14	8	14	8	6	6	0	2	1	1.245668	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	8	2	3	1	2	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	86055																																													
FR04121707	36	9207	86	6	1	1	1	79	5	1	1	2	5	1	0	0	0	1	0	0	0	0	0	0	1	1	7	3	7	3	3	1	2	1	0	2	1	0	14	8	14	8	6	6	0	2	1	1.245668	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86064																																													
FR04121708	36	9208	86	6	1	1	1	38	3	1	1	2	1	2	0	3	4	1	0	0	0	0	0	0	2	2	3	2	3	2	3	1	4	1	0	2	11	0	11	2	11	2	5	5	0	2	1	0.724226	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	2	2	5	2	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	86064																																													
FR04121709	36	9209	86	6	1	1	2	56	4	2	2	2	1	1	0	0	0	1	5	1	0	0	0	1	1	1	1	1	1	1	3	1	7	1	0	1	1	1	1	1	14	8	1	6	0	2	2	1.069779	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86055																																													
FR04121710	36	9210	86	6	1	1	2	45	3	2	2	5	1	2	0	1	2	1	1	2	0	1	2	1	1	1	5	3	5	3	3	1	8	4	0	1	9	9	9	5	9	5	4	4	2	1	3	1.120508	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	86141																																													
FR04121711	36	9211	86	6	1	1	1	45	3	1	1	5	1	2	0	2	3	1	0	0	0	0	0	0	1	1	5	3	5	3	3	2	7	2	0	2	10	0	10	5	10	5	4	4	2	1	3	1.18368	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	1	0	2	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	86141																																													
FR04121712	36	9212	86	6	1	1	1	69	5	1	1	1	5	1	0	0	0	1	0	0	0	0	0	0	2	2	7	3	7	3	3	1	2	1	0	1	1	0	14	8	14	8	6	6	0	2	1	0.806749	1	1	0	0	0	1	0	0	0	1	0	0	0	0	2	1	2	4	0	2	1	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	86141																																													
FR04121713	36	9213	86	6	1	1	2	69	5	2	2	2	5	1	0	0	0	1	5	1	0	0	0	1	1	1	7	3	1	1	3	1	5	1	0	1	1	1	14	8	14	8	6	6	0	2	1	1.179593	1	1	0	0	0	1	0	0	0	1	0	0	0	0	2	5	7	2	6	0	2	2	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	86141																																													
FR04121714	36	9214	86	6	5	3	2	49	3	1	1	2	7	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	3	2	3	2	11	2	0	1	0	0	15	9	15	9	6	6	0	2	3	0.927764	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86066																																													
FR04121715	36	9215	86	6	5	3	1	51	4	1	1	5	3	2	0	3	3	1	0	0	0	0	0	0	1	1	1	1	1	1	3	2	2	0	0	2	10	0	10	5	10	5	4	4	0	2	2	1.170934	1	1	0	0	1	1	0	0	0	0	0	0	1	0	3	2	0	1	1	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	8	86066																																													
FR04121716	36	9216	86	6	5	3	2	70	5	1	1	1	10	0	0	0	0	0	0	0	0	0	0	0	2	3	7	3	7	3	3	2	2	0	0	1	0	0	15	9	15	9	6	6	0	2	1	0.70331	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86066																																													
FR04121717	36	9217	86	6	5	3	2	52	4	1	1	5	5	2	0	3	3	1	0	0	0	0	0	0	2	3	4	2	4	2	3	2	2	2	0	1	10	0	14	8	14	8	6	6	3	1	3	1.339113	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	86066																																													
FR04121718	36	9218	86	6	5	3	2	88	5	1	1	1	5	2	0	1	3	1	0	0	0	0	0	0	2	3	5	3	5	3	3	2	3	1	0	1	10	0	14	8	14	8	6	6	0	2	2	0.70331	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86066																																													
FR04121719	36	9219	86	6	5	3	1	65	5	1	1	2	5	2	0	3	1	1	0	0	0	0	0	0	1	1	3	2	3	2	3	1	6	1	0	2	6	0	14	8	14	8	6	6	0	2	2	1.154962	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	2	1	2	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	86066																																													
FR04121720	36	9220	86	6	5	3	2	57	4	1	1	1	3	2	0	2	3	1	0	0	0	0	0	0	2	3	3	2	3	2	3	2	2	3	0	1	10	0	10	5	10	5	4	4	0	2	3	0.521943	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	86066																																													
FR04121721	36	9221	86	6	5	3	1	28	2	1	1	4	1	2	0	3	4	1	0	0	0	0	0	0	1	1	3	2	3	2	3	2	6	2	0	2	11	0	11	2	11	2	5	5	2	1	3	0.832453	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	86066																																													
FR04121722	36	9222	86	6	5	3	2	34	2	1	1	1	1	2	0	2	3	1	0	0	0	0	0	0	2	2	3	2	3	2	3	2	3	1	0	1	10	0	10	5	10	5	4	4	0	2	2	0.434885	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	1	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	86066																																													
FR04121723	36	9223	86	6	5	3	2	24	1	2	2	5	2	2	0	3	3	1	1	1	0	0	0	1	1	1	2	2	2	2	3	2	12	1	0	2	10	3	10	5	3	4	4	2	3	1	3	1.64091	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86066																																													
FR04121724	36	9224	86	6	5	3	2	35	3	2	2	3	3	2	0	2	3	1	1	2	0	3	4	1	1	1	7	3	7	3	3	2	2	1	0	2	10	11	10	5	11	2	4	5	1	1	2	0.826587	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	1	0	1	2	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	86066																																													
FR04121725	36	9225	86	6	5	3	2	60	4	4	2	2	5	2	0	3	4	1	1	2	0	3	3	1	2	2	1	1	3	2	3	2	12	1	0	2	11	10	14	8	10	5	6	4	0	2	1	0.817603	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	86066																																													
FR04121726	36	9226	86	6	5	3	1	72	5	1	1	3	5	1	0	0	0	1	0	0	0	0	0	0	1	1	7	3	7	3	3	2	3	1	0	2	3	0	14	8	14	8	6	6	0	2	2	1.499391	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	3	1	4	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	86066																																													
FR04121727	36	9227	86	6	5	3	1	40	3	1	1	1	7	0	0	0	0	0	0	0	0	0	0	0	2	3	7	3	7	3	3	2	9	1	0	1	0	0	15	9	15	9	6	6	0	2	1	0.63068	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	86066																																													
FR04121728	36	9228	86	6	5	3	1	22	1	1	1	1	3	2	0	3	4	1	0	0	0	0	0	0	2	2	3	2	3	2	5	2	4	1	0	1	11	0	11	2	11	2	5	5	0	2	1	0.443591	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86066																																													
FR04121729	36	9229	86	6	5	3	1	38	3	5	2	2	3	2	0	3	5	2	3	2	0	3	5	1	2	3	7	3	7	3	4	2	3	0	0	2	11	12	11	2	12	2	5	5	0	2	1	0.669269	1	1	0	0	0	1	0	0	0	1	0	0	0	0	2	2	1	0	1	3	2	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	86066																																													
FR04121730	36	9230	86	6	5	3	1	78	5	1	1	1	5	2	0	3	1	1	0	0	0	0	0	0	2	3	4	2	4	2	3	2	4	0	0	1	6	0	14	8	14	8	6	6	0	2	3	0.745068	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	86066																																													
FR04121731	36	9231	87	7	1	1	2	76	5	1	1	1	5	2	0	3	4	1	0	0	0	0	0	0	2	3	1	1	1	1	3	1	2	1	0	1	11	0	14	8	14	8	6	6	0	2	1	0.744511	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	5	3	4	1	3	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	87041																																													
FR04121732	36	9232	87	7	1	1	2	57	4	1	1	1	1	2	0	1	3	1	0	0	0	0	0	0	2	3	1	1	1	1	4	2	2	1	0	1	10	0	10	5	10	5	4	4	0	2	2	0.553181	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	0	1	0	1	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	87041																																													
FR04121733	36	9233	87	7	1	1	2	60	4	2	2	2	5	1	0	0	0	1	5	2	0	1	3	1	1	1	1	1	1	1	3	1	5	2	0	1	3	10	14	8	14	8	6	6	0	2	2	1.046619	1	1	1	0	0	1	0	0	1	0	0	1	0	0	4	5	4	2	5	2	4	2	1	25	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	30	87041																																													
FR04121734	36	9234	87	7	1	1	1	83	5	1	1	2	5	1	2	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	3	1	11	1	0	2	2	0	14	8	14	8	6	6	0	2	3	1.219307	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	87041																																													
FR04121735	36	9235	87	7	1	1	2	28	2	2	2	3	1	2	0	1	3	2	1	2	0	1	4	1	1	1	4	2	3	2	3	1	5	1	0	1	10	11	10	5	11	2	4	5	1	1	1	0.78351	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	1	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	87041																																													
